,taxroll_number,net_area,basement_finished,has_garage,has_fireplace,assessed_value,lot_size,building_count,walkout_basement,air_conditioning,valuation_group,tot_gross_area_description,lon,lat
0,10195786,188.5,1,1,1,470500,482.279,1,0,0,0,227.5,-113.4309934,53.42459904
1,10195785,178.0,0,1,1,442500,396.875,1,0,0,0,215.6,-113.4312314,53.42455974
2,10195784,178.3,0,1,1,448000,403.359,1,0,0,0,217.1,-113.4314165,53.42454939
3,10195783,182.8,0,1,1,447500,375.192,1,0,0,0,226.0,-113.4315785,53.42454791
4,10195780,199.9,0,1,1,462000,399.361,1,0,0,0,238.9,-113.4320708,53.42454127
5,10195776,174.1,1,1,0,443500,407.266,1,0,0,0,211.7,-113.4327255,53.4245309
6,10195775,186.9,0,1,1,452500,388.867,1,0,0,0,227.8,-113.4328886,53.42452943
7,10195770,208.5,1,1,1,482500,414.617,1,0,0,0,247.3,-113.4330518,53.42452571
8,10011688,158.01,1,1,1,453500,615.052,1,0,0,0,200.25,-113.4649493,53.42460995
9,10011673,160.4,0,1,1,448000,482.333,1,0,0,0,199.2,-113.4654034,53.42403912
10,10011686,121.4,0,1,1,393500,409.355,1,0,0,0,160.7,-113.4654413,53.42454251
11,10011674,173.6,0,1,1,460000,446.452,1,0,0,0,210.3,-113.4655884,53.42403994
12,10011685,182.1,0,1,1,450500,423.404,1,0,0,0,217.4,-113.4656066,53.42453876
13,10011675,175.5,0,1,1,461500,444.748,1,0,0,0,213.6,-113.4657628,53.42404072
14,10011684,160.4,1,1,1,441500,421.362,1,0,0,0,203.3,-113.465772,53.4245395
15,10011676,179.6,0,1,1,462500,457.932,1,0,0,0,215.9,-113.4659633,53.42401916
16,10011683,135.3,0,1,1,407000,402.106,1,0,0,0,175.4,-113.465953,53.42456053
17,10011677,203.04,0,1,1,506000,510.14,1,0,0,0,242.64,-113.4662145,53.42398433
18,10011682,186.9,0,1,1,456500,426.56,1,0,0,0,225.9,-113.4661628,53.42458393
19,10011678,207.4,0,1,1,523500,842.785,1,0,0,0,250.5,-113.4664648,53.42399444
20,10011681,160.4,0,1,1,445500,747.795,1,0,0,0,203.3,-113.466452,53.42460769
21,10011679,207.4,0,1,1,517500,636.207,1,0,0,0,250.5,-113.4665972,53.42413656
22,10011680,184.8,1,1,1,494000,726.621,1,0,0,0,220.7,-113.4666107,53.42450506
23,10042380,141.2,0,1,1,359500,435.768,1,0,0,0,162.6,-113.5262081,53.42457661
24,10042381,126.2,0,1,1,339000,343.271,1,0,0,0,149.7,-113.5264285,53.42453255
25,10042382,141.2,0,1,1,346500,305.031,1,0,0,0,162.6,-113.5266096,53.42451979
26,10042383,122.4,0,1,1,331000,312.942,1,0,0,0,145.2,-113.5267429,53.42450234
27,10042384,140.4,0,1,1,347500,316.617,1,0,0,0,163.2,-113.5268706,53.4245006
28,10042385,121.4,0,1,1,330500,316.562,1,0,0,0,144.2,-113.5269983,53.42450111
29,10042386,141.2,0,1,1,348500,316.516,1,0,0,0,164.0,-113.527126,53.42449937
30,10042387,123.2,0,1,1,332500,316.498,1,0,0,0,146.0,-113.5272537,53.42449987
31,10042388,140.4,0,1,1,347500,316.485,1,0,0,0,163.2,-113.5273813,53.42450038
32,10042389,126.4,0,1,1,338000,333.905,1,0,0,0,149.2,-113.5275147,53.42450315
33,10042390,140.6,0,1,1,346000,300.335,1,0,0,0,163.4,-113.5276604,53.42452844
34,10042391,126.6,0,1,1,338500,337.08,1,0,0,0,149.6,-113.5278474,53.42455839
35,10042392,141.2,1,1,1,371000,482.786,1,0,0,0,162.6,-113.528057,53.42457494
36,10042393,117.3,1,1,0,434000,587.717,1,0,0,0,158.2,-113.528239,53.4244813
37,1099969,142.62,0,0,0,473500,18272.733,7,0,0,1,1374.675,-113.3550582,53.62272297
38,1099951,116.09,0,1,0,386000,19414.418,1,0,0,1,212.47,-113.3550552,53.62360808
39,1099928,132.86,0,1,1,641000,19413.314,1,0,0,1,294.18,-113.3550466,53.62634425
40,1099910,118.19,0,1,1,553500,19412.897,1,0,0,1,197.36,-113.3550437,53.62725631
41,1099902,162.79,0,0,0,456000,17489.046,1,0,0,1,278.22,-113.3550409,53.62812793
42,9017575,109.6,1,1,0,408000,602.379,1,0,0,2,158.51,-113.434777,53.54053357
43,9017583,105.59,1,1,0,394500,600.406,1,0,0,2,154.5,-113.4350069,53.54053466
44,9017625,96.38,0,1,0,371000,600.243,1,0,0,2,126.48,-113.4354667,53.54053234
45,9017641,115.11,1,1,0,425500,600.117,1,0,0,2,172.78,-113.4356965,53.54053342
46,9017674,108.29,1,1,0,411500,600.026,1,0,0,2,161.22,-113.4359263,53.54053451
47,9017682,108.89,1,1,0,398500,599.935,1,0,0,2,137.7,-113.4361562,53.54053559
48,9017708,97.8,1,1,0,388500,599.863,1,0,0,2,164.96,-113.4363861,53.54053443
49,9016213,96.38,1,1,0,374500,611.512,1,0,0,2,129.21,-113.4373906,53.54053691
50,9018359,112.94,1,1,0,416500,594.303,1,0,0,2,175.72,-113.4376057,53.54000101
51,9018334,111.49,1,1,1,414500,588.263,1,0,0,2,160.4,-113.4378355,53.54000209
52,9016254,118.4,1,1,0,418500,623.343,1,0,0,2,190.29,-113.4378619,53.54053463
53,9018318,112.52,0,1,0,396500,594.315,1,0,0,2,157.05,-113.4380654,53.54000317
54,9016270,98.75,1,1,1,392000,623.283,1,0,0,2,175.18,-113.4381009,53.54053576
55,9018292,111.02,1,1,0,401000,594.327,1,0,0,2,146.79,-113.4382953,53.54000425
56,9016296,104.81,1,1,0,403500,623.204,1,0,0,2,158.1,-113.43834,53.54053688
57,9018276,97.8,1,1,0,412500,590.422,1,0,0,2,151.09,-113.4385251,53.54000533
58,9016312,116.18,1,1,0,404000,623.105,1,0,0,2,169.47,-113.438579,53.54053576
59,9018243,106.17,1,1,0,409000,594.319,1,0,0,2,155.08,-113.4387551,53.54000191
60,9018227,106.17,1,1,0,445500,594.272,1,0,0,2,155.08,-113.4389849,53.54000299
61,9016346,113.0,1,1,0,399000,622.966,1,0,0,2,145.83,-113.4390571,53.54053575
62,9018201,114.14,1,1,0,413500,594.304,1,0,0,2,158.67,-113.4392148,53.54000407
63,9016353,115.1,1,1,0,391000,622.887,1,0,0,2,140.63,-113.439294,53.54053686
64,9018185,105.45,1,1,0,391500,594.284,1,0,0,2,141.22,-113.4394446,53.54000515
65,9016379,104.15,1,1,0,390000,610.82,1,0,0,2,153.06,-113.4395329,53.54053798
66,9016437,79.2,1,1,0,342500,634.479,1,0,0,2,124.09,-113.4400754,53.54053603
67,9016452,112.52,1,1,0,406500,634.172,1,0,0,2,157.41,-113.4403191,53.54053717
68,9018706,117.86,0,1,1,442000,713.178,1,0,0,2,209.56,-113.4409111,53.54000752
69,9016478,113.43,1,1,0,413000,629.224,1,0,0,2,182.44,-113.4405624,53.54053831
70,9016494,112.52,1,1,0,405000,616.854,1,0,0,2,196.9,-113.440896,53.54053762
71,9016510,112.52,1,1,1,406000,597.281,1,0,0,2,141.33,-113.4411305,53.54053872
72,9016536,109.58,1,1,0,409500,603.541,1,0,0,2,182.61,-113.4413603,53.54053755
73,9991676,200.1,1,1,1,742500,761.021,1,0,0,3,245.0,-113.4666491,53.54265689
74,9991674,129.6,0,1,1,555500,344.041,1,0,0,3,178.6,-113.4671523,53.54253782
75,9991672,190.6,1,1,1,675500,371.803,1,0,1,3,231.5,-113.4674351,53.54248067
76,9991671,152.6,1,1,1,603500,349.846,1,0,0,3,193.5,-113.4675809,53.54245885
77,9991670,137.4,0,1,1,568000,349.845,1,0,0,3,186.4,-113.4677222,53.54243253
78,9991669,162.7,0,1,1,606500,371.799,1,0,0,3,207.6,-113.4678679,53.54241071
79,9991668,204.1,0,1,1,652000,349.844,1,0,0,3,249.0,-113.4680136,53.5423844
80,9991667,167.35,1,1,1,627000,349.844,1,0,0,3,208.25,-113.4681549,53.54236256
81,9991666,155.4,1,1,1,629000,371.798,1,0,0,3,208.7,-113.4683006,53.5423385
82,9991665,115.1,1,1,1,573000,349.842,1,0,0,3,152.31,-113.4684463,53.54231443
83,9991664,180.6,0,1,1,622000,349.841,1,0,0,3,221.5,-113.4685875,53.5422926
84,9991662,199.6,1,1,1,667000,349.841,1,0,1,3,240.5,-113.468879,53.54224447
85,3828506,187.7,0,1,1,624500,349.358,1,0,0,3,209.43,-113.4725084,53.54223357
86,3832805,111.02,0,1,1,342000,177.723,1,0,0,3,133.59,-113.4738515,53.54220579
87,9996890,256.0,1,1,1,1139000,757.343,1,0,0,3,310.6,-113.5557576,53.54002426
88,2601102,120.0,1,1,0,580000,757.03,1,0,0,3,195.9,-113.5560334,53.54055995
89,2601300,124.72,1,1,0,558000,665.802,1,0,0,3,173.63,-113.5566497,53.54059144
90,2603009,137.16,1,1,0,812000,691.282,1,0,0,3,174.37,-113.5569094,53.54013187
91,2601409,128.18,1,1,1,712000,689.886,1,0,0,3,177.09,-113.5568582,53.54067982
92,2602902,105.17,1,1,1,537500,691.216,1,0,0,3,145.95,-113.5571665,53.54020471
93,2602803,204.97,1,1,1,969500,691.135,1,0,0,3,262.59,-113.5574237,53.54027755
94,2601607,211.35,1,1,1,817500,688.676,1,0,0,3,275.94,-113.5574082,53.54080092
95,2602704,175.27,1,1,0,874500,691.069,1,0,0,3,239.14,-113.5576808,53.54035039
96,2601706,114.3,1,1,0,531000,801.279,1,0,0,3,150.07,-113.5575992,53.54090497
97,2602605,130.69,1,1,0,627000,773.33,1,0,0,3,171.56,-113.557986,53.54039869
98,2602506,311.0,1,1,1,1646000,875.691,1,0,0,3,398.36,-113.5582478,53.54052546
99,2602407,278.18,1,1,1,1469000,942.293,1,0,0,3,331.47,-113.5584607,53.54067003
100,2602209,150.15,1,1,1,913000,909.763,1,0,1,3,205.45,-113.5584774,53.54107895
101,2604304,227.4,1,1,1,877500,937.717,1,0,0,3,280.69,-113.5629457,53.54003502
102,2606051,116.02,1,1,1,585500,837.732,1,0,0,3,154.67,-113.5633555,53.54053524
103,2606101,189.32,1,1,1,803000,935.587,1,0,0,3,237.32,-113.5636995,53.54051178
104,2604254,122.3,1,1,1,608500,939.621,1,0,0,3,177.24,-113.5632976,53.54002507
105,2604205,192.7,1,1,1,764000,914.845,1,0,0,3,286.51,-113.5636475,53.53997692
106,2604155,383.6,1,1,1,1225000,931.505,1,0,0,3,420.72,-113.5639962,53.53993102
107,2606200,214.8,1,1,1,790500,1037.18,1,0,0,3,259.69,-113.5643334,53.54049836
108,2606259,137.11,1,1,1,747500,972.018,1,0,0,3,168.5,-113.5646652,53.54053102
109,2604106,172.3,1,1,1,897000,962.107,1,0,0,3,199.1,-113.5643868,53.53994143
110,2604056,265.0,1,1,1,914500,855.56,1,0,0,3,318.1,-113.5646987,53.53999199
111,2606309,198.2,1,1,1,1170500,893.989,1,0,0,3,259.7,-113.5649963,53.54056368
112,2604007,176.7,1,1,1,714000,769.23,1,0,0,3,231.1,-113.5650087,53.54004478
113,2606358,157.6,1,1,1,614000,824.613,1,0,0,3,206.51,-113.5653317,53.54059635
114,1293810,154.4,1,1,1,557000,687.0,1,0,0,2,260.96,-113.5837772,53.53943089
115,1358886,0.0,0,0,0,176000,505.375,0,0,0,4,0.0,-113.5942907,53.53955688
116,1358910,60.17,0,1,0,239500,505.399,1,0,0,2,109.08,-113.5944747,53.53955526
117,1359009,94.22,1,1,0,304500,505.51,1,0,0,2,127.8,-113.5950266,53.53955713
118,1359066,90.62,0,1,1,250500,505.566,1,0,0,2,139.53,-113.5953945,53.53955837
119,1359090,49.0,1,0,0,295500,505.549,1,0,0,2,49.0,-113.5955785,53.53955899
120,1359124,89.18,1,1,0,322500,505.615,1,0,0,2,146.85,-113.5957624,53.53955962
121,1359181,76.27,0,1,0,259500,505.669,1,0,0,2,105.08,-113.5961304,53.53955861
122,1359215,53.24,1,1,0,235000,505.685,1,0,0,2,90.09,-113.5963143,53.53955699
123,1359306,0.0,0,0,0,176000,505.764,0,0,0,4,0.0,-113.59688,53.539634
124,1363811,74.35,1,1,0,259500,505.571,1,0,0,2,105.74,-113.598357,53.53955937
125,1363878,0.0,0,0,0,176000,505.534,0,0,0,4,0.0,-113.5987252,53.53956061
126,1363902,0.0,0,0,0,173500,505.501,0,0,0,4,0.0,-113.5989093,53.53956122
127,1363993,0.0,0,0,0,173500,505.512,0,0,0,4,0.0,-113.5994617,53.53955858
128,1364025,66.43,1,1,0,263000,505.486,1,0,0,2,115.34,-113.5996458,53.5395592
129,1364058,96.38,1,1,0,304000,505.494,1,0,0,2,133.23,-113.5998299,53.53955982
130,1364082,96.38,1,1,0,310500,505.461,1,0,0,2,145.29,-113.600014,53.53956043
131,1364116,50.65,1,1,0,221500,505.449,1,0,0,2,73.22,-113.6001981,53.53956105
132,1364140,72.25,1,1,0,265000,505.458,1,0,0,2,109.1,-113.6003822,53.53956166
133,1365485,57.67,1,1,0,249000,694.948,1,0,0,2,98.54,-113.601388,53.53956053
134,1365428,62.05,1,1,0,247500,694.907,1,0,0,2,90.86,-113.6018945,53.53956221
135,1365394,65.11,0,0,0,232500,694.881,1,0,0,2,96.56,-113.6021478,53.53956306
136,6976500,209.4,0,1,1,427000,590.184,1,0,0,1,250.94,-113.4952223,53.61728347
137,6976518,227.07,1,1,1,453000,551.237,1,0,0,1,272.37,-113.4949462,53.61725759
138,6976534,306.89,1,1,1,580000,686.315,1,0,0,1,355.8,-113.4946038,53.61721571
139,6976542,215.96,0,1,1,524500,1017.228,1,0,0,1,269.98,-113.4943472,53.61723934
140,6976567,288.44,1,1,1,499500,732.126,1,0,0,1,383.38,-113.4942941,53.61746151
141,6976575,288.44,1,1,1,569000,1015.501,1,0,1,1,341.73,-113.4943282,53.61771776
142,6976591,273.24,0,1,0,532000,731.379,1,0,1,1,328.72,-113.4944966,53.61782405
143,6976609,214.49,1,1,1,443500,601.394,1,0,0,1,255.36,-113.4949332,53.61778096
144,6976625,162.46,1,1,1,428500,609.073,1,0,0,1,213.56,-113.4951674,53.617755
145,6976633,238.57,1,1,1,541000,634.649,1,0,1,1,314.49,-113.4954214,53.61771338
146,6976203,211.44,0,1,1,444000,668.574,1,0,0,1,260.35,-113.4955618,53.618015
147,6978951,127.68,0,1,1,353500,512.601,1,0,0,1,174.58,-113.4956939,53.61854123
148,6978910,110.42,1,1,1,346000,533.965,1,0,0,1,172.47,-113.4957401,53.61895478
149,6978894,131.06,1,1,1,375000,533.983,1,0,0,1,184.35,-113.4957402,53.61909406
150,6978886,115.52,1,1,0,345500,534.0,1,0,0,1,168.81,-113.4957404,53.61922885
151,6978852,112.32,1,1,1,349000,533.973,1,0,0,1,165.61,-113.4957406,53.61942205
152,6964142,154.59,1,1,1,368000,630.294,1,0,0,1,193.63,-113.4966388,53.61953815
153,6978837,167.76,1,1,1,399000,533.998,1,0,0,1,210.54,-113.4957408,53.61955684
154,6964167,304.74,1,1,1,508000,587.353,1,0,0,1,358.03,-113.496639,53.61969541
155,6978829,112.18,1,1,0,355500,534.016,1,0,0,1,165.47,-113.4957409,53.61969612
156,6964183,312.49,1,1,1,577000,587.344,1,0,0,1,365.42,-113.4966392,53.61984368
157,6978803,226.48,0,1,1,444000,630.338,1,0,0,1,269.36,-113.4957412,53.61984439
158,6964209,149.43,1,1,1,392500,555.34,1,0,0,1,197.62,-113.4966394,53.61999194
159,6964225,163.7,1,1,1,427500,555.323,1,0,0,1,214.8,-113.4966396,53.62013123
160,6978167,297.98,0,1,1,548000,583.516,1,0,0,1,360.88,-113.495754,53.62047346
161,6978142,164.64,0,1,1,420000,555.355,1,0,0,1,217.93,-113.495776,53.62061283
162,6978134,208.36,0,1,1,445500,529.542,1,0,0,1,257.27,-113.4957971,53.62074771
163,6964308,111.2,1,1,1,342500,526.644,1,0,0,1,152.07,-113.4966795,53.62071098
164,6964324,112.91,0,1,0,339500,526.635,1,0,0,1,166.2,-113.4967016,53.62085485
165,6978100,179.7,1,1,1,457000,697.415,1,0,0,1,229.28,-113.4958438,53.62104893
166,6964340,115.94,1,1,1,351000,526.626,1,0,0,1,164.85,-113.4967237,53.62099423
167,6964365,151.65,0,1,1,374500,845.565,1,0,0,1,188.86,-113.4967513,53.62117406
168,9994188,134.3,1,1,1,557000,219.899,1,0,0,3,171.5,-113.4703579,53.54260822
169,9994171,134.6,1,1,1,545000,228.195,1,0,0,3,171.8,-113.4702324,53.54222576
170,9994189,134.6,0,1,1,543000,227.591,1,0,0,3,171.8,-113.4704574,53.54257272
171,9994170,134.6,0,1,1,528000,228.197,1,0,0,3,171.8,-113.4703397,53.54219928
172,9994190,134.6,1,1,1,562000,227.594,1,0,1,3,165.8,-113.4705643,53.54255073
173,9994168,134.6,0,1,1,528000,228.2,1,0,0,3,171.8,-113.4705542,53.5421508
174,9994161,134.6,0,1,1,543000,227.597,1,0,0,3,171.8,-113.4707783,53.5425
175,9994167,134.6,1,1,1,543000,228.202,1,0,0,3,171.8,-113.4706613,53.54212881
176,9994162,134.6,0,1,1,543000,227.596,1,0,0,3,171.8,-113.4708853,53.54247577
177,9994163,134.6,1,1,1,565500,227.598,1,0,1,3,171.8,-113.4709922,53.54245153
178,9994165,134.6,1,1,1,548500,271.523,1,0,0,3,171.8,-113.470879,53.54206463
179,9994164,134.6,0,1,1,538500,271.499,1,0,0,3,171.8,-113.4711105,53.54242509
180,3749702,128.28,1,1,1,540000,451.787,1,0,0,3,170.62,-113.4757489,53.54273981
181,3749603,198.22,1,0,0,469500,421.622,1,0,0,3,198.22,-113.4759646,53.54271829
182,3749504,79.1,1,0,0,355000,391.218,1,0,0,3,79.1,-113.4762194,53.54269245
183,3749207,158.2,1,1,0,733500,311.663,1,1,0,3,202.8,-113.4764366,53.54271811
184,3749108,75.49,1,1,1,352000,380.823,1,0,0,3,99.17,-113.476708,53.54270806
185,1356609,79.02,1,1,0,259000,543.177,1,0,0,2,103.81,-113.5911746,53.53997984
186,1356575,65.17,1,1,0,247000,543.224,1,0,0,2,93.98,-113.5913723,53.53998052
187,1356542,64.33,1,1,0,248500,543.237,1,0,0,2,112.52,-113.5915699,53.53998119
188,1356518,72.25,1,1,0,265500,543.23,1,0,0,2,110.21,-113.5917676,53.53998187
189,1356484,51.43,0,0,0,239000,549.198,1,0,0,2,51.43,-113.5919664,53.53998254
190,1356849,74.26,1,1,0,280500,631.761,1,0,0,2,111.47,-113.5926357,53.53998258
191,1356815,0.0,0,0,0,170500,631.792,0,0,0,4,0.0,-113.5928656,53.53998112
192,3183563,0.0,0,0,0,181000,505.4,0,0,0,4,0.0,-113.5942904,53.53998596
193,3183571,0.0,0,0,0,183500,619.08,0,0,0,4,0.0,-113.594002,53.5402579
194,1359751,68.08,1,1,0,278500,505.377,1,0,0,2,124.98,-113.5946584,53.53998271
195,1359728,78.08,1,1,0,262000,505.398,1,0,0,2,122.97,-113.5948423,53.53998334
196,1359694,72.82,1,1,0,281500,505.378,1,0,0,2,130.72,-113.5950263,53.53998396
197,1359637,95.91,1,1,0,300000,505.378,1,0,0,2,131.68,-113.5953943,53.5399852
198,1359603,125.45,1,1,0,306000,505.399,1,0,0,2,161.22,-113.5955782,53.53998583
199,1359579,126.87,1,0,1,331000,505.378,1,0,0,2,126.87,-113.5957622,53.53998645
200,1360205,78.02,1,1,0,299000,542.503,1,0,0,2,131.31,-113.5959454,53.54055318
201,1359512,0.0,0,1,0,191500,505.379,1,0,0,2,71.54,-113.5961301,53.53998769
202,1359488,67.87,1,1,0,263000,505.4,1,0,0,2,126.27,-113.5963141,53.53998607
203,1360213,110.64,1,1,0,318500,542.499,1,0,0,2,146.41,-113.5961293,53.54055381
204,1360221,94.44,0,0,0,297500,542.549,1,0,0,2,94.44,-113.5963132,53.54055443
205,1359421,71.54,1,0,0,303000,505.38,1,0,0,2,71.54,-113.5966821,53.53998506
206,1360296,100.11,1,1,0,323500,542.533,1,0,0,2,148.3,-113.5964971,53.54055055
207,1359363,92.85,1,1,0,313500,619.083,1,0,0,2,170.85,-113.5970707,53.53998637
208,1360353,83.3,1,1,0,312500,542.564,1,0,0,2,132.21,-113.5968649,53.54055179
209,1364686,83.49,1,1,0,294500,619.358,1,0,0,2,123.64,-113.5975994,53.53998815
210,1364629,133.9,1,0,1,359500,505.583,1,0,0,2,133.9,-113.5979881,53.53998721
211,1364595,71.47,1,1,0,269500,505.592,1,0,0,2,126.98,-113.5981721,53.53998558
212,1364538,67.15,1,1,0,279500,505.547,1,0,0,2,129.2,-113.5985401,53.53998682
213,1364504,77.35,1,1,0,274500,505.555,1,0,0,2,122.24,-113.598724,53.53998744
214,1364470,74.62,1,1,0,273000,505.522,1,0,0,2,119.15,-113.598908,53.53998805
215,1364447,69.73,1,1,0,255500,505.51,1,0,0,2,97.25,-113.599092,53.53998867
216,1364322,74.83,1,1,0,286500,505.461,1,0,0,2,132.5,-113.5998279,53.53998664
217,1364298,81.74,0,1,0,279000,505.455,1,0,0,2,136.25,-113.6000118,53.53998726
218,1364264,96.38,0,1,0,305000,505.47,1,0,0,2,145.29,-113.6001958,53.53998787
219,1364231,96.38,1,1,0,316000,505.431,1,0,0,2,141.27,-113.6003798,53.53998849
220,1361435,0.0,0,0,0,179000,610.681,0,0,0,4,0.0,-113.6001564,53.54055386
221,1365188,57.67,0,1,0,253500,720.097,1,0,0,2,106.58,-113.6011276,53.53999098
222,1365212,129.5,1,1,0,416500,694.815,1,0,0,2,209.0,-113.6013855,53.5399896
223,1364777,70.76,1,1,0,269500,678.017,1,0,0,2,128.43,-113.6013425,53.54055782
224,1364835,89.96,1,1,0,289500,677.832,1,0,0,2,116.97,-113.6018017,53.54055485
225,1364868,70.72,1,1,1,274000,677.717,1,0,0,2,111.59,-113.6020311,53.54055562
226,1365246,177.4,0,0,1,411000,694.819,1,0,0,2,177.4,-113.6016389,53.5399882
227,1365279,98.81,1,1,0,316000,694.774,1,0,0,2,123.6,-113.6018923,53.53998904
228,1365303,62.05,1,1,0,262500,694.786,1,0,0,2,106.58,-113.6021455,53.53998988
229,1365337,197.6,1,0,0,491500,715.102,1,0,0,2,197.6,-113.6024316,53.5402725
230,3868981,69.73,1,1,0,299000,1080.274,1,0,0,2,136.88,-113.602331,53.54055662
231,9994180,134.6,1,1,1,557500,219.601,1,0,0,3,171.8,-113.4705453,53.54289885
232,9994206,135.6,0,1,1,541500,218.399,1,0,0,3,172.8,-113.4707708,53.54324581
233,9994179,134.6,1,1,1,596500,226.994,1,0,1,3,171.8,-113.4706447,53.5428611
234,9994207,135.6,0,1,1,544000,226.393,1,0,0,3,172.8,-113.4708697,53.5432103
235,9994178,134.6,1,1,1,559500,226.996,1,0,0,3,171.8,-113.4707513,53.54283911
236,9994208,135.6,1,1,1,566500,226.394,1,0,1,3,172.8,-113.4709761,53.54318606
237,9994177,134.6,0,1,1,581000,226.998,1,0,0,3,171.8,-113.470858,53.54281262
238,9994209,135.6,0,1,1,544000,226.395,1,0,0,3,172.8,-113.4710824,53.54316182
239,9994210,135.6,1,1,1,561000,226.397,1,0,0,3,172.8,-113.4711888,53.54313758
240,9994211,135.6,1,1,1,561000,226.397,1,0,0,3,172.8,-113.4712952,53.54311334
241,9994174,134.6,1,1,1,559500,227.004,1,0,0,3,171.8,-113.471178,53.54274215
242,9994212,135.6,1,1,1,561000,226.399,1,0,0,3,172.8,-113.4714016,53.5430891
243,9994159,134.6,0,1,1,568500,271.523,1,0,0,3,171.8,-113.4712882,53.5427022
244,9994213,141.1,0,1,1,577000,271.499,1,0,0,3,178.3,-113.4715197,53.54306266
245,9032541,82.61,1,0,0,311000,707.332,1,0,0,2,82.61,-113.4206669,53.54154438
246,9032566,97.71,1,1,1,362500,707.311,1,0,0,2,146.62,-113.4209244,53.54154113
247,9032582,119.36,1,1,0,390000,707.332,1,0,0,2,169.73,-113.4211818,53.54154238
248,9032608,97.71,0,1,0,302000,707.332,1,0,0,2,120.28,-113.4214392,53.54154362
249,9032681,96.38,1,1,1,329000,644.156,1,0,0,2,157.35,-113.4222419,53.54154301
250,9032707,94.11,1,1,0,372000,656.818,1,0,0,2,147.4,-113.4224786,53.54154415
251,9032723,84.68,1,1,0,337000,656.777,1,0,0,2,125.55,-113.4227177,53.54154531
252,9032749,96.8,1,1,0,347500,656.806,1,0,0,2,125.61,-113.4229567,53.54154422
253,9032780,93.96,1,0,0,327500,656.814,1,0,0,2,93.96,-113.4234348,53.54154427
254,9032806,121.91,1,1,1,382500,656.793,1,0,0,2,170.1,-113.4236738,53.54154543
255,9033226,197.8,1,1,0,566000,715.761,1,0,0,2,251.09,-113.4242398,53.54151446
256,9033242,197.8,1,0,0,545500,733.597,1,0,0,2,197.8,-113.4244693,53.54151556
257,9033267,207.8,1,1,0,562500,733.598,1,0,0,2,256.71,-113.4246991,53.54151667
258,9033283,121.03,1,1,0,395000,733.607,1,0,0,2,165.56,-113.4249289,53.54151552
259,9033309,98.46,1,1,0,323000,735.624,1,0,0,2,128.82,-113.4251588,53.54151438
260,9033317,95.32,1,0,0,328000,379.535,1,0,1,2,95.32,-113.425334,53.54151523
261,9033333,95.32,1,1,0,280000,381.31,1,0,0,2,139.85,-113.4254529,53.5415158
262,2600757,176.41,1,1,1,746500,1161.64,1,0,0,3,229.7,-113.5555466,53.54098497
263,2600609,180.9,1,1,1,919500,694.127,1,0,0,3,249.3,-113.5558851,53.54098623
264,2672954,223.16,1,1,1,980000,650.342,1,0,0,3,267.08,-113.5551332,53.54154506
265,2602100,153.42,0,1,1,767000,686.079,1,0,0,3,211.09,-113.5563907,53.54098811
266,2672756,274.1,1,1,1,1231000,650.196,1,0,0,3,341.4,-113.5560531,53.54154399
267,2673051,148.4,1,1,1,721000,750.167,1,0,0,3,201.33,-113.5567939,53.54143216
268,2601904,179.22,1,1,0,852000,583.41,1,0,0,3,239.07,-113.5569422,53.54105979
269,2674703,259.8,1,1,1,946500,560.746,1,0,1,3,300.67,-113.5585339,53.54150375
270,2674653,116.03,1,1,1,580000,560.334,1,0,0,3,169.63,-113.5587866,53.54150468
271,2674604,181.61,1,1,1,656000,559.939,1,0,0,3,210.42,-113.5590394,53.54150561
272,2675957,254.6,1,1,1,816500,869.908,1,0,0,3,316.91,-113.5613359,53.54170052
273,2676104,205.62,1,1,1,739500,700.442,1,0,1,3,240.82,-113.5620954,53.5414809
274,2676153,301.6,1,1,1,1124000,754.325,1,0,0,3,354.53,-113.5624172,53.54148207
275,2604502,329.7,1,1,1,1713000,1093.766,1,0,0,3,407.7,-113.562704,53.54094846
276,10008701,180.9,0,1,1,538000,685.735,1,0,0,1,229.9,-113.4950084,53.60708581
277,10008702,161.2,0,1,1,498000,454.688,1,0,0,1,214.4,-113.4949769,53.6072564
278,10008703,115.34,0,1,0,330000,295.727,1,0,0,1,156.14,-113.4949364,53.60739102
279,10008704,115.34,0,1,0,330500,297.601,1,0,0,1,156.14,-113.4949361,53.60747639
280,10008705,132.6,0,1,1,490000,388.579,1,0,0,1,172.0,-113.4949365,53.60757074
281,3082153,314.88,1,1,1,610500,712.888,1,0,0,1,373.72,-113.497357,53.61516504
282,3082161,126.69,0,1,1,385000,509.397,1,0,0,1,175.6,-113.4972932,53.61535797
283,3103355,161.87,0,1,1,443000,632.69,1,0,0,1,214.13,-113.4964703,53.61546234
284,3082179,182.99,0,1,1,418500,533.721,1,0,0,1,227.52,-113.4972615,53.61551509
285,3103348,193.03,0,1,1,435500,558.165,1,0,0,1,245.49,-113.4964673,53.61561958
286,6980205,125.13,1,1,1,369000,616.657,1,0,0,1,182.08,-113.4971298,53.6157931
287,6976864,171.61,0,1,1,433500,697.745,1,0,0,1,269.74,-113.4964632,53.61579479
288,6975726,224.74,0,1,1,437000,631.932,1,0,0,1,267.62,-113.4980381,53.61954403
289,6964100,199.9,1,1,1,436500,578.152,1,0,0,1,252.4,-113.4972566,53.619698
